Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Fully specified name:fr,Short name:fr,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
,,,All Orderables,All Orderables,,All Orderables,All Orderables,,ConvSet,N/A,,,Lab Samples; Radiology Orders,,,,,,,,
