Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Fully specified name:fr,Short name:fr,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:2000
2da93612-9727-4a29-ae6d-518fc62265ae,,,All Observation Templates,All Observation Templates,,All Observation Templates,All Observation Templates,,ConvSet,N/A,,,Echantillons de laboratoire; Ordonnances de radiologie,,,,,,,,
